"","assembly_accession","bioproject_accession","biosample_common_name","biosample_description","tax_id","organism_name","source_db","biosample_owner","biosample_host","biosample_location","biosample_isolation","biosample_ecotype","assembly_level","contig_l50","contig_n50","gaps_between_scaffolds","atgc_count","gc_percent","genome_coverage","component_sequences","contigs","organelles","scaffolds","scaffold_l50","scaffold_n50","chromosomes","sequence_length","ungapped_length","organelle_description","organelle_sequence_length","is_SO","rank1","rank2","rank3","rank4","rank5","rank6","rank7"
"206","GCA_900323325.1","PRJEB12469",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,NA,NA,NA,"Scaffold",33035,3928,NA,429590858,45,19,104734,133045,NA,104734,22752,5368,NA,430362827,429590858,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"207","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"208","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"209","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"210","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"211","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"212","GCA_949987545.1","PRJEB61590",NA,"Borostomias antarcticus","473354","Borostomias antarcticus","GENBANK","EBI",NA,"Southern Ocean",NA,NA,"Contig",455,404732,NA,788134964,46.5,68,5761,5761,NA,5761,455,404732,NA,788134964,788134964,NA,NA,TRUE,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus"
"213","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"214","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"215","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"216","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"217","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"218","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"219","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"220","GCA_965231335.1","PRJEB87680",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Chromosome",100,3892771,NA,1311776272,44,42,613,1144,1,613,5,78989891,40,1311882472,1311776272,"Mitochondrion",16760,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"221","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"222","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"223","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"224","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"225","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"226","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"227","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"228","GCA_006130075.1","PRJNA524684",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","BC Cancer",NA,"Canada:Vancouver",NA,NA,"Scaffold",1343,220846,NA,1134555931,42,80,29793,29793,NA,14961,21,15516710,NA,1153386549,1134556562,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"229","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"230","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"231","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"232","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"233","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"234","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"235","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"236","GCA_049942515.1","PRJNA839067",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",13180,19505,NA,1158000866,42,60,146977,286791,NA,146977,5,77642345,NA,1190482880,1158006505,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"237","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"238","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"239","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"240","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"241","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"242","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"243","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"244","GCA_965231325.1","PRJEB87681",NA,"Branta canadensis","8853","Branta canadensis","GENBANK","EBI",NA,"United Kingdom",NA,NA,"Contig",260,1348429,NA,1257981710,43,42,4426,4426,NA,4426,260,1348429,NA,1257981710,1257981710,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis"
"245","GCA_045782915.1","PRJNA1153307",NA,"Calidris bairdii","279937","Calidris bairdii","GENBANK","B10K Consortium",NA,"USA: Washington - Grant, Moses Lake",NA,NA,"Scaffold",11326,34215,NA,1150841856,42,112,171567,179332,NA,171567,10650,39932,NA,1154914087,1150849982,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris bairdii"
"246","GCA_045782915.1","PRJNA1153307",NA,"Calidris bairdii","279937","Calidris bairdii","GENBANK","B10K Consortium",NA,"USA: Washington - Grant, Moses Lake",NA,NA,"Scaffold",11326,34215,NA,1150841856,42,112,171567,179332,NA,171567,10650,39932,NA,1154914087,1150849982,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris bairdii"
"247","GCA_045788245.1","PRJNA1153307",NA,"Calidris canutus","227173","Calidris canutus","GENBANK","B10K Consortium",NA,"Greenland: Kujalleq - Karupelv Valley",NA,NA,"Scaffold",1319,243797,NA,1179202261,42.5,236,39858,50079,NA,39858,16,22117256,NA,1206797359,1179206734,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris canutus"
"248","GCA_045788245.1","PRJNA1153307",NA,"Calidris canutus","227173","Calidris canutus","GENBANK","B10K Consortium",NA,"Greenland: Kujalleq - Karupelv Valley",NA,NA,"Scaffold",1319,243797,NA,1179202261,42.5,236,39858,50079,NA,39858,16,22117256,NA,1206797359,1179206734,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris canutus"
"249","GCA_045787265.1","PRJNA1153307",NA,"Calidris fuscicollis","279940","Calidris fuscicollis","GENBANK","B10K Consortium",NA,"USA: New Mexico - Mora County",NA,NA,"Scaffold",1636,180095,NA,1175960559,42.5,205,45624,57335,NA,45624,37,9472662,NA,1265416999,1175965062,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris fuscicollis"
"250","GCA_045787265.1","PRJNA1153307",NA,"Calidris fuscicollis","279940","Calidris fuscicollis","GENBANK","B10K Consortium",NA,"USA: New Mexico - Mora County",NA,NA,"Scaffold",1636,180095,NA,1175960559,42.5,205,45624,57335,NA,45624,37,9472662,NA,1265416999,1175965062,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris fuscicollis"
"251","GCA_045788275.1","PRJNA1153307",NA,"Calidris himantopus","279938","Calidris himantopus","GENBANK","B10K Consortium",NA,"Ecuador: Guayas - Punta Carnero",NA,NA,"Scaffold",1385,213545,NA,1139333170,42.5,206,26898,37456,NA,26898,29,11822840,NA,1159074394,1139336369,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris himantopus"
"252","GCA_045788275.1","PRJNA1153307",NA,"Calidris himantopus","279938","Calidris himantopus","GENBANK","B10K Consortium",NA,"Ecuador: Guayas - Punta Carnero",NA,NA,"Scaffold",1385,213545,NA,1139333170,42.5,206,26898,37456,NA,26898,29,11822840,NA,1159074394,1139336369,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris himantopus"
"253","GCA_045783155.1","PRJNA1153307",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","B10K Consortium",NA,"Djibouti: Djibouti region - Camp Lemonnier, ca 5.5 km SE Djibouti",NA,NA,"Scaffold",2178,134332,NA,1168721540,42.5,120,76752,90517,NA,76752,198,1575096,NA,1221754693,1168728672,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"254","GCA_045783155.1","PRJNA1153307",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","B10K Consortium",NA,"Djibouti: Djibouti region - Camp Lemonnier, ca 5.5 km SE Djibouti",NA,NA,"Scaffold",2178,134332,NA,1168721540,42.5,120,76752,90517,NA,76752,198,1575096,NA,1221754693,1168728672,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"255","GCA_045783155.1","PRJNA1153307",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","B10K Consortium",NA,"Djibouti: Djibouti region - Camp Lemonnier, ca 5.5 km SE Djibouti",NA,NA,"Scaffold",2178,134332,NA,1168721540,42.5,120,76752,90517,NA,76752,198,1575096,NA,1221754693,1168728672,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"256","GCA_045783155.1","PRJNA1153307",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","B10K Consortium",NA,"Djibouti: Djibouti region - Camp Lemonnier, ca 5.5 km SE Djibouti",NA,NA,"Scaffold",2178,134332,NA,1168721540,42.5,120,76752,90517,NA,76752,198,1575096,NA,1221754693,1168728672,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"257","GCA_028566615.2","PRJNA707262",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",102164,3168,NA,1103760153,41.5,95,60081,504470,NA,60081,7,60089602,NA,1260162641,1103788129,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"258","GCA_028566615.2","PRJNA707262",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",102164,3168,NA,1103760153,41.5,95,60081,504470,NA,60081,7,60089602,NA,1260162641,1103788129,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"259","GCA_028566615.2","PRJNA707262",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",102164,3168,NA,1103760153,41.5,95,60081,504470,NA,60081,7,60089602,NA,1260162641,1103788129,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"260","GCA_028566615.2","PRJNA707262",NA,"Calidris melanotos","240202","Calidris melanotos","GENBANK","Iridian Genomes",NA,NA,NA,NA,"Scaffold",102164,3168,NA,1103760153,41.5,95,60081,504470,NA,60081,7,60089602,NA,1260162641,1103788129,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"261","GCA_045782775.1","PRJNA1153307",NA,"Calidris ruficollis","272047","Calidris ruficollis","GENBANK","B10K Consortium",NA,"South Korea: Jeollabuk - Kunsan Air Base",NA,NA,"Scaffold",2045,149537,NA,1181444251,42.5,162,53602,67115,NA,53602,131,2595176,NA,1247787015,1181449966,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris ruficollis"
"262","GCA_045782775.1","PRJNA1153307",NA,"Calidris ruficollis","272047","Calidris ruficollis","GENBANK","B10K Consortium",NA,"South Korea: Jeollabuk - Kunsan Air Base",NA,NA,"Scaffold",2045,149537,NA,1181444251,42.5,162,53602,67115,NA,53602,131,2595176,NA,1247787015,1181449966,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris ruficollis"
"263","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"264","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"265","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"266","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"267","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"268","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"269","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"270","GCF_964195595.1","PRJEB77030",NA,"Calonectris borealis","1323832","Calonectris borealis","REFSEQ","EBI",NA,"Spain",NA,NA,"Chromosome",99,4142416,NA,1366080043,43.5,66,354,879,NA,354,5,86023716,41,1366185058,1366080043,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"271","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"272","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"273","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"274","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"275","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"276","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
"277","GCA_013401115.1","PRJNA545868",NA,"Calonectris borealis","1323832","Calonectris borealis","GENBANK","B10K Consortium",NA,"Spain",NA,NA,"Scaffold",5024,63034,NA,1165329499,42,130,77859,82951,NA,77859,4779,65340,NA,1166068492,1165358604,NA,NA,TRUE,"Eukaryota","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
